Division;Date Insertion;Client;Opportunite;Type;Initiative;cout;% probabilité Succès;Date Dernière action;Date prochaine action;Commentaires;Statut;Source;Pays;Secteur;Responsable;Associe;Date Limite Soumission;Date Reception AO;Confidentiel;Nouveau Client;Contact du Client;Net fees prob.
Audit;19/12/2022;ENSTP;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;FR;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;HGOPD;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;HGOPY;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;IN;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;IRGM;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;IRMPM;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;INC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;INJS;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;ISMP;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;LANACOME;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;LANAVET;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;LINAFI;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;MIDENO;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;MIDIMA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;MEAO;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;MEADEN;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Admin Ebvision;Admin Ebvision;;;Non;Non;;1 000 000
Audit;19/12/2022;MEAO;contrat de performance;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;19/12/2022;MIPROMALO;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;19/12/2022;MIRAP;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;NASLA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ONCC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;OC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ONAC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ONCC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;PALAIS DES CONGRES;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SOWEDA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;UNDVA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;UTAVA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ANTIC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ARMP;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CIRCB;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CAMTEL;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ALUCAM;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SODECOTON;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SNH;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SONARA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CDC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ADC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CAMAIRCO;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CAMWATER;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CICAM;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CFC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;PAD;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;PAK;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SCDP;contrat de performance;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;20/12/2022;CNIC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;EDC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;PPPLc;contrat de performance;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;20/12/2022;SOPECAM;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ANAFOR;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CAMPOST;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CPE;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;HYDROMEKIN;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;MAETUR;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;MIDEPECAM;contrat de performance;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;20/12/2022;MATGENIE;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;ALUBASSA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SODEPA;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SEMRY;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SIC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;CAMTAINER;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SONATREL;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SNI;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;20/12/2022;SRC;contrat de performance;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;MDC Sarl;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;CIM-OI;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;22/12/2022;PLASTICAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;AGROCAM SA;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SCEFL SA;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SOCAFER;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;COLGATE;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SOCATUR;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;CIMENCAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;ICRAFON;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;BIOPHARMA;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SPN;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;CMC SA;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SAFCAM SA;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;PANZANI;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SITRABCAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;CICAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SOTICAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;TAC SARL;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;SOPROICAM;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;CFAO;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;TMT;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;AMAL SIMI;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;CIM-OI;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Audit;22/12/2022;METCH ELEC;proposition de services relative à l'inventaire physique des immobilisations et ou des stocks;Autre;Initiative Interne;2 000 000;50%;;;;1-Identified;;Cameroun;IGH-GPS;Mikael Kouam;Samira Vindjedou;;;Non;Non;;1 000 000
Tax;29/12/2022;UMA;Tax assistance as part of the general accounting audit of FY 2017-2020;Autre;Initiative Client;12 000 000;100%;;;;4-Win;;Cameroun;MISC;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;29/12/2022;PAD;Fiscalisation des remboursements des investissements réalisés pour le compte de l'Etat par le PAD;Autre;Initiative Interne;16 500 000;100%;;;;4-Win;;Cameroun;IGH-GPS;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Audit;19/01/2023;IFDD;Audit indépendant Validation des dépenses;Autre;Initiative Interne;12 299 194;50%;;;;1-Identified;;Cameroun;P&NGO;Samira Vindjedou;Admin Ebvision;;;Oui;Oui;4 186 925 727;6 149 597
Audit;19/01/2023;IFDD;Mise en place de la comptabilité à double entrée;Autre;Initiative Interne;12 299 194;50%;;;;1-Identified;;Cameroun;P&NGO;Samira Vindjedou;Samira Vindjedou;;;Oui;Oui;4 186 925 727;6 149 597
Audit;01/02/2023;EB-TAX;MFE/ASSSITANCE DSF 2022 WEBB FONTAINE;Autre;Initiative Client;1 000 000;100%;;;;4-Win;;Cameroun;IGH-T&L;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;01/02/2023;EB-TAX;MFE/REVISION COMPTABLE SIPAL;Autre;Initiative Interne;1 260 000;100%;;;;4-Win;;Cameroun;CIM;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;01/02/2023;EB-TAX;MFE/REVISION COMPTABLE BCL;Autre;Initiative Interne;1 260 000;100%;;;;4-Win;;Cameroun;CIM;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;01/02/2023;EB-TAX;MFE/REVISION COMPTABLE PRODIFOODS;Autre;Initiative Interne;1 260 000;100%;;;;4-Win;;Cameroun;CIM;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;01/02/2023;EB-TAX;MFE/REVISION COMPTABLE VESTALIA;Autre;Initiative Interne;1 260 000;100%;;;;4-Win;;Cameroun;MISC;Admin Ebvision;Admin Ebvision;;;Non;Non;;0
Audit;06/02/2023;EB-TAX;MFE N°006/ASSISTANCE DSF 2022 - MSF;Autre;Initiative Interne;1 000 000;100%;;;;4-Win;;Cameroun;MISC;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;06/02/2023;EB-TAX;MFE N°007 /AUDIT FINANCIER ET COMPTABLE 2022 - MSF;Autre;Initiative Interne;2 250 000;100%;;;;4-Win;;Cameroun;MISC;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Audit;06/02/2023;EB-TAX;MFE N°008/TENUE DE COMPTABILITE JANVIER 22 - WEBB FONTAINE;Autre;Initiative Interne;180 000;100%;;;;4-Win;;Cameroun;MISC;Samira Vindjedou;Samira Vindjedou;;;Non;Non;;0
Tax;13/02/2023;MSF;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;600 000;100%;;;;4-Win;;Cameroun;P&NGO;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;CECEC;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;357 750;100%;;;;4-Win;;Cameroun;FSI-BNK;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;ENEO;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;1 228 500;100%;;;;4-Win;;Cameroun;ENR-O&G;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;CFAO;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;283 500;100%;;;;4-Win;;Cameroun;MISC;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;IHS;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;910 000;100%;;;;4-Win;;Cameroun;TMT;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;EDF;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;189 000;100%;;;;4-Win;;Cameroun;ENR-O&G;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;PSK SARL;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;119 250;100%;;;;4-Win;;Cameroun;MISC;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;SGC;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;FSI-BNK;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;BCL;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;CIM-CM;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;MAÎTRE CHE;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;SABC;Participation au séminaire de la loi de finances 2023;Autre;Initiative Client;0;100%;;;;4-Win;;Cameroun;CIM-CM;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;CCN S.A.S;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;IGH-IH;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;TOTALENERG;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;ENR-O&G;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;SAE S.A;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;SAGRI;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;IM;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;RW KING;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;ASCA;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;FSI-BNK;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;DGF;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;GPCAM;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;IGH-T&L;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;HYDIAM;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Alvine Aoum;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;IBI S.A;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;IM;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;GREENFIL;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;AZUR;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;IM;Samira Vindjedou;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;MAÎTRE CHE;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Tax;13/02/2023;Me ESSONO;Participation au séminaire de la loi de finances 2023;Autre;Initiative Interne;0;100%;;;;4-Win;;Cameroun;MISC;Ashley Elang;Emile Bitoungui;;;Non;Non;;0
Audit;17/02/2023;PRODIFOODS;Commissariat aux comptes;Autre;Initiative Interne;1 500 000;100%;;;;4-Win;;Cameroun;CIM-CM;Mikael Kouam;Samira Vindjedou;;;Non;Non;;0
Douane;18/02/2023;EDF;"Formation sous le thème ""Notion de base et éléments de pratique douanière""";Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;ENR-O&G;Samson Bilangna;Samson Bilangna;;;Non;Oui;;0
Douane;18/02/2023;DGF;Assistance douanière;Autre;Initiative Interne;0;50%;;;;1-Identified;;Cameroun;MISC;Samson Bilangna;Samson Bilangna;;;Non;Oui;;0
